08-29-2023,29-08-2018 12:21,Cash,Food,Ice cream,chocobar,0.75,15,Expense,USD,INR
08-29-2023,29-08-2018 12:11,Cash,Food,Milk,Half lit  milk,1.8,36,Expense,USD,INR
08-28-2023,28-08-2018 21:04,Saving Bank account 1,Dividend earned on Shares,,Astral Stocks,0.3375,6.75,Income,USD,INR
08-28-2023,28-08-2018 19:16,Saving Bank account 1,Dividend earned on Shares,,Reliance Stocks,0.9,18,Income,USD,INR
08-27-2023,27-08-2018 21:30,Cash,Food,curd,Dahi 2 packets,1,20,Expense,USD,INR
08-27-2023,27-08-2018 10:52,Cash,Food,breakfast,2 plates poha,3,60,Expense,USD,INR
08-27-2023,27-08-2018 10:52,Cash,Food,Biscuits,Khari packet,2.25,45,Expense,USD,INR
08-27-2023,27-08-2018 10:52,Cash,Food,Milk,Half lit  milk,1.8,36,Expense,USD,INR
08-26-2023,26-08-2018 21:04,Saving Bank account 1,Interest,,interest paid,1.5,30,Income,USD,INR
08-25-2023,25-08-2018 21:04,Cash,Apparel,Laundry,13 clothes ironing,4.55,91,Expense,USD,INR
08-24-2023,24-08-2018 22:13,Credit Card,Food,Dinner,Home Food Delivery,56,1120,Expense,USD,INR
08-24-2023,24-08-2018 22:12,Saving Bank account 1,Other,,From Family,50,1000,Income,USD,INR
08-24-2023,24-08-2018 20:20,Cash,Food,Rajgira ladu,,1,20,Expense,USD,INR
08-24-2023,24-08-2018 20:17,Cash,Food,Milk,Half lit  milk,1.8,36,Expense,USD,INR
08-24-2023,24-08-2018 13:34,Cash,Festivals,Navratri,Ganpati+ navratri vargani,50,1000,Expense,USD,INR
08-23-2023,23-08-2018 21:29,Credit Card,Transportation,train,2 Place 2 to Place 3 : Sevagram express 3AC,65.27,1305.4,Expense,USD,INR
08-23-2023,23-08-2018 21:29,Credit Card,Transportation,train,2 Place 3 to Place 2 : Amritsar express 3AC,60.27,1205.4,Expense,USD,INR
08-23-2023,23-08-2018 19:55,Saving Bank account 1,Food,Lunch,Catering Service,3,60,Expense,USD,INR
08-22-2023,22-08-2018 22:31,Cash,Food,Milk,Half lit  milk,1.85,37,Expense,USD,INR
08-22-2023,22-08-2018,Saving Bank account 1,Life Insurance,,,552.15,11043,Transfer-Out,USD,INR
08-21-2023,21-08-2018 16:15,Cash,Food,Tea,cutting chai,0.6,12,Expense,USD,INR
08-21-2023,21-08-2018 16:15,Cash,Food,Milk,Half lit  milk,1.8,36,Expense,USD,INR
08-19-2023,19-08-2018,Saving Bank account 1,subscription,Netflix,1 month subscription,9.95,199,Expense,USD,INR
08-17-2023,17-08-2018 20:06,Saving Bank account 1,Food,curd,Dahi 2 packets,1,20,Expense,USD,INR
08-17-2023,17-08-2018 19:21,Cash,Food,Milk,Half lit  milk,1.8,36,Expense,USD,INR
08-17-2023,17-08-2018 12:40,Saving Bank account 1,Dividend earned on Shares,,Pidilite Stocks,1.1,22,Income,USD,INR
08-16-2023,16-08-2018 19:08,Credit Card,subscription,Tata Sky,Permanent Residence - Tata Play recharge,7.85,157,Expense,USD,INR
08-15-2023,15-08-2018 09:44,Cash,Food,Sweets,Warna Srikhand half kg,14.5,290,Expense,USD,INR
08-15-2023,15-08-2018 09:11,Cash,Food,flour mill,M D sure 4kg atta,10.8,216,Expense,USD,INR
08-14-2023,14-08-2018 10:59,Saving Bank account 1,Dividend earned on Shares,,ITC Stocks,6.2,124,Income,USD,INR
08-14-2023,14-08-2018 10:04,Cash,Family,Pocket money,,1.5,30,Expense,USD,INR
08-14-2023,14-08-2018 09:51,Cash,Food,snacks,Dahi,1.6,32,Expense,USD,INR
08-14-2023,14-08-2018 09:50,Cash,Household,Kirana,Toothpaste Patanjali,8,160,Expense,USD,INR
08-14-2023,14-08-2018 09:48,Cash,Apparel,Laundry,8 clothes ironing,2.8,56,Expense,USD,INR
08-14-2023,14-08-2018 09:46,Cash,Food,Ice cream,Vanila family pack,5.75,115,Expense,USD,INR
08-13-2023,13-08-2018 18:37,Cash,Household,Appliances,5 litres can Distilled water,5,100,Expense,USD,INR
08-13-2023,13-08-2018 18:36,Cash,Household,home decor,Brass Puja plate and diva,11,220,Expense,USD,INR
08-13-2023,13-08-2018 18:35,Cash,Food,Grocery,Half kg Lahsoon,2.25,45,Expense,USD,INR
08-13-2023,13-08-2018 18:33,Cash,Household,Kirana,Supermart,29.7,594,Expense,USD,INR
08-13-2023,13-08-2018 10:04,Cash,Food,Ice cream,Vanila cup,0.5,10,Expense,USD,INR
08-13-2023,13-08-2018 10:04,Cash,Food,Ice cream,chocobar,1,20,Expense,USD,INR
08-13-2023,13-08-2018,Saving Bank account 1,Small Cap fund 2,,,250,5000,Transfer-Out,USD,INR
08-13-2023,13-08-2018,Saving Bank account 1,Small cap fund 1,,,250,5000,Transfer-Out,USD,INR
08-11-2023,11-08-2018,Cash,Food,snacks,8 kachori,4.8,96,Expense,USD,INR
08-10-2023,10-08-2018,Cash,Family,Pocket money,,1.75,35,Expense,USD,INR
08-07-2023,07-08-2018,Saving Bank account 1,Equity Mutual Fund E,,,50,1000,Transfer-Out,USD,INR
08-06-2023,06-08-2018,Cash,Beauty,grooming,hair cut,5,100,Expense,USD,INR
08-05-2023,05-08-2018,Cash,Family,Pocket money,,5,100,Expense,USD,INR
08-05-2023,05-08-2018,Cash,Food,Tea,cutting chai,0.5,10,Expense,USD,INR
08-05-2023,05-08-2018,Credit Card,Health,Health,eyewear Glasses payment remaining,215,4300,Expense,USD,INR
08-05-2023,05-08-2018,Credit Card,Apparel,Clothing,For Family,170.5,3410,Expense,USD,INR
08-05-2023,05-08-2018,Cash,Transportation,Train,Place 0 to Place 4 return,1,20,Expense,USD,INR
08-05-2023,05-08-2018,Cash,Transportation,auto,Current Residence to Place 0,0.75,15,Expense,USD,INR
08-05-2023,05-08-2018,Credit Card,Family,clothes,Bows,19.9,398,Expense,USD,INR
08-03-2023,03-08-2018,Saving Bank account 1,Other,,From Family,5,100,Income,USD,INR
08-03-2023,03-08-2018,Cash,Family,Pocket money,,100,2000,Expense,USD,INR
08-03-2023,03-08-2018,Saving Bank account 1,Dividend earned on Shares,,Redington Stocks,9,180,Income,USD,INR
08-02-2023,02-08-2018,Cash,Household,Kirana,Supermart,0.9,18,Expense,USD,INR
08-02-2023,02-08-2018,Cash,Food,flour mill,M D sure 4kg atta,10.8,216,Expense,USD,INR
08-02-2023,02-08-2018,Cash,Health,Health,eyewear Glasses advance,50,1000,Expense,USD,INR
08-01-2023,01-08-2018,Cash,Family,Pocket money,,2,40,Expense,USD,INR
08-01-2023,01-08-2018,Saving Bank account 1,Public Provident Fund,,,625,12500,Transfer-Out,USD,INR
08-01-2023,01-08-2018,Equity Mutual Fund B,Saving Bank account 1,,,100,2000,Transfer-Out,USD,INR
07-31-2023,31-07-2018 21:52,Cash,Apparel,Laundry,13 clothes ironing,4.55,91,Expense,USD,INR
07-31-2023,31-07-2018 18:01,Saving Bank account 1,Money transfer,Home,,1500,30000,Expense,USD,INR
07-31-2023,31-07-2018 13:45,Cash,maid,,July salary,100,2000,Expense,USD,INR
07-31-2023,31-07-2018 13:44,Cash,Food,chocolate,10 melody,0.5,10,Expense,USD,INR
07-31-2023,31-07-2018 09:05,Saving Bank account 1,Salary,,From workplace ,3512.75,70255,Income,USD,INR
07-30-2023,30-07-2018 18:44,Cash,Health,Medicine,Glucose D(50) + flora bc (40)+cyra 20(10),5,100,Expense,USD,INR
07-30-2023,30-07-2018 13:19,Cash,Health,Medicine,,6.6,132,Expense,USD,INR
07-30-2023,30-07-2018 13:19,Saving Bank account 1,Food,Lunch,Catering Service,10.6,212,Expense,USD,INR
07-30-2023,30-07-2018 11:49,Cash,Food,breakfast,1 plates poha,1.25,25,Expense,USD,INR
07-29-2023,29-07-2018 19:29,Saving Bank account 1,Food,Eating out,Paneer pizza,13,260,Expense,USD,INR
07-29-2023,29-07-2018 15:52,Cash,Transportation,auto,Decathlon Place A to Place A station,2.5,50,Expense,USD,INR
07-29-2023,29-07-2018 11:39,Cash,Transportation,auto,Current Residence to Place 0,0.75,15,Expense,USD,INR
07-29-2023,29-07-2018 11:38,Saving Bank account 1,Transportation,Train,2 Place 0 to Place A returns,2,40,Expense,USD,INR
07-29-2023,29-07-2018 10:12,Cash,Food,breakfast,Medu vada 3 plate,5.25,105,Expense,USD,INR
07-28-2023,28-07-2018 23:42,Cash,Family,Pocket money,,10,200,Expense,USD,INR
07-28-2023,28-07-2018 23:42,Debit Card,Culture,Movie,2 INOX ,24.068,481.36,Expense,USD,INR
07-28-2023,28-07-2018 21:30,Cash,Food,vegetables,,9.75,195,Expense,USD,INR
07-28-2023,28-07-2018 20:45,Credit Card,Household,Kirana,Supermart,187.5,3750,Expense,USD,INR
07-27-2023,27-07-2018 18:39,Saving Bank account 1,Other,,Demat account charges,41.3,826,Expense,USD,INR
07-26-2023,26-07-2018 23:06,Cash,Food,Biscuits,Toast packet,2,40,Expense,USD,INR
07-26-2023,26-07-2018 13:44,Saving Bank account 1,Tax refund,,,339,6780,Income,USD,INR
07-23-2023,23-07-2018 12:49,Credit Card,subscription,Tata Sky,Current Residence - Tata Play recharge,7.7,154,Expense,USD,INR
07-23-2023,23-07-2018 12:33,Cash,Food,breakfast,4 plates poha,5,100,Expense,USD,INR
07-21-2023,21-07-2018 19:02,Cash,Household,Kirana,Supermart,18.4,368,Expense,USD,INR
07-21-2023,21-07-2018 19:02,Cash,Food,fruits,Khajur pav kg,1.5,30,Expense,USD,INR
07-21-2023,21-07-2018 18:37,Saving Bank account 1,Food,snacks,2 Bhajipav + 2 vadapav,3,60,Expense,USD,INR
07-21-2023,21-07-2018 08:42,Cash,Food,Biscuits,Toast packet,2.25,45,Expense,USD,INR
07-20-2023,20-07-2018 19:59,Cash,Food,Ice cream,chocobar,1,20,Expense,USD,INR
07-20-2023,20-07-2018 19:59,Cash,Food,Potato,potato 1kg,1.25,25,Expense,USD,INR
07-20-2023,20-07-2018 19:58,Cash,Food,Onions,onion 1 kg,1.25,25,Expense,USD,INR
07-20-2023,20-07-2018 13:06,Saving Bank account 1,Transportation,Taxi,Ola cab - eye institute to Current Residence CHS,7.75,155,Expense,USD,INR
07-20-2023,20-07-2018 12:29,Cash,Health,Medicine,Cataract Medicine,4.35,87,Expense,USD,INR
07-20-2023,20-07-2018 09:11,Credit Card,Health,Medicine,Cataract Medicine,52.4,1048,Expense,USD,INR
07-19-2023,19-07-2018 20:25,Cash,Food,curd,Dahi 4 packets,2,40,Expense,USD,INR
07-18-2023,18-07-2018 20:26,Cash,Food,flour mill,M D sure 4kg atta,10.8,216,Expense,USD,INR
07-16-2023,16-07-2018 17:51,Cash,Apparel,Laundry,12 clothes ironing,4.2,84,Expense,USD,INR
07-16-2023,16-07-2018 10:43,Credit Card,Household,Hardware,Sony WI-C100 earphones wireless,59.5,1190,Expense,USD,INR
07-16-2023,16-07-2018 10:41,Cash,Food,snacks,7 kachori,4.2,84,Expense,USD,INR
07-15-2023,15-07-2018 19:12,Cash,Food,fruits,,1.5,30,Expense,USD,INR
07-15-2023,15-07-2018 18:01,Cash,Food,vegetables,,25,500,Expense,USD,INR
07-15-2023,15-07-2018 09:41,Cash,Food,snacks,4 kachori,2.4,48,Expense,USD,INR
07-14-2023,14-07-2018 18:10,Saving Bank account 1,Other,,CA  - income tax filing,100,2000,Expense,USD,INR
07-13-2023,13-07-2018 14:02,Saving Bank account 1,Transportation,Taxi,Ola cab - eye institute to Current Residence CHS,9.4,188,Expense,USD,INR
07-13-2023,13-07-2018 09:36,Credit Card,Health,Medicine,Cataract Medicine,67.9,1358,Expense,USD,INR
07-13-2023,13-07-2018,Saving Bank account 1,Small Cap fund 2,,,250,5000,Transfer-Out,USD,INR
07-13-2023,13-07-2018,Saving Bank account 1,Small cap fund 1,,,250,5000,Transfer-Out,USD,INR
07-12-2023,12-07-2018,Cash,Food,Eggs,6 eggs,1.75,35,Expense,USD,INR
07-11-2023,11-07-2018,Cash,Food,Bread,2 bread packets,2.85,57,Expense,USD,INR
07-10-2023,10-07-2018,Saving Bank account 1,Dividend earned on Shares,,Tata Steel Stocks,9,180,Income,USD,INR
07-09-2023,09-07-2018,Cash,Transportation,Petrol,3.4 Lit Petrol,18,360,Expense,USD,INR
07-09-2023,09-07-2018,Cash,Food,Biscuits,Toast packet,1,20,Expense,USD,INR
07-09-2023,09-07-2018,Cash,Food,Grocery,Shev bhaji sev pav kg,3,60,Expense,USD,INR
07-08-2023,08-07-2018,Cash,Transportation,Taxi,Ola cab - eye institute to Current Residence CHS,9.25,185,Expense,USD,INR
07-08-2023,08-07-2018,Saving Bank account 1,Food,Tea,3 cutting chai,1.5,30,Expense,USD,INR
07-08-2023,08-07-2018,Credit Card,Health,Medicine,eye drop,7.65,153,Expense,USD,INR
07-08-2023,08-07-2018,Cash,Health,Hospital,Hospital consultation,25,500,Expense,USD,INR
07-08-2023,08-07-2018,Cash,Transportation,Taxi,Ola cab - Current Residence CHS to eye institute,6.5,130,Expense,USD,INR
07-08-2023,08-07-2018,Saving Bank account 1,Transportation,Taxi,To and Fro Cab Fare Contribution,33.75,675,Expense,USD,INR
07-07-2023,07-07-2018,Cash,Transportation,Train,Place 4 to Place 0,0.5,10,Expense,USD,INR
07-07-2023,07-07-2018,Credit Card,Food,Lunch,At restaurant,0.1,2,Expense,USD,INR
07-07-2023,07-07-2018,Saving Bank account 1,subscription,Mahanagar Gas,,9.8,196,Expense,USD,INR
07-07-2023,07-07-2018,Saving Bank account 1,Equity Mutual Fund E,,,50,1000,Transfer-Out,USD,INR
07-06-2023,06-07-2018,Cash,Food,Dinner,At restaurant,38,760,Expense,USD,INR
07-06-2023,06-07-2018,Cash,Transportation,Taxi,Park Inn Goa,5,100,Expense,USD,INR
07-05-2023,05-07-2018,Cash,Transportation,auto,Terminal 1 to Terminal 2,4.15,83,Expense,USD,INR
07-05-2023,05-07-2018,Cash,Food,Tea,cutting chai,0.35,7,Expense,USD,INR
07-05-2023,05-07-2018,Cash,Transportation,auto,Current Residence to Place 0,0.75,15,Expense,USD,INR
07-05-2023,05-07-2018,Cash,Transportation,Train,Place 0 to Place P,1,20,Expense,USD,INR
07-04-2023,04-07-2018,Cash,Health,Hospital,Doctor Fees,5,100,Expense,USD,INR
07-04-2023,04-07-2018,Cash,Beauty,grooming,Shaving,2.5,50,Expense,USD,INR
07-04-2023,04-07-2018,Cash,Family,Pocket money,,17.5,350,Expense,USD,INR
07-04-2023,04-07-2018,Saving Bank account 1,Health,Lab Tests,2 Thyroid (1000) + cholesterol (220) + uric acid (220),72,1440,Expense,USD,INR
07-03-2023,03-07-2018,Cash,maid,,,25,500,Expense,USD,INR
07-03-2023,03-07-2018,Saving Bank account 1,Food,Milk,Half lit  milk,1.8,36,Expense,USD,INR
07-03-2023,03-07-2018,Credit Card,subscription,Tata Sky,Current Residence - Tata Play recharge,7.7,154,Expense,USD,INR
07-03-2023,03-07-2018,Saving Bank account 1,Dividend earned on Shares,,Infosys Stocks,2.625,52.5,Income,USD,INR
07-03-2023,03-07-2018,Equity Mutual Fund B,Saving Bank account 1,,,100,2000,Transfer-Out,USD,INR
07-02-2023,02-07-2018,Saving Bank account 1,Household,Kirana,Supermart,79.75,1595,Expense,USD,INR
07-02-2023,02-07-2018,Cash,Transportation,auto,Place 1 bridge to Current Residence 2 seats,2.5,50,Expense,USD,INR
07-02-2023,02-07-2018,Cash,Transportation,Bus,2 Place 6 Stand to MS,1,20,Expense,USD,INR
07-02-2023,02-07-2018,Credit Card,Household,home decor,Face towels + shampoo,31.3,626,Expense,USD,INR
07-02-2023,02-07-2018,Cash,Transportation,Bus,2 Place 1 to  mall,1.3,26,Expense,USD,INR
07-02-2023,02-07-2018,Cash,Transportation,auto,Current Residence to Place 1 bus stop highway,2,40,Expense,USD,INR
07-01-2023,01-07-2018,Debit Card,Culture,Movie,2 PVR ,23.05,461,Expense,USD,INR
07-01-2023,01-07-2018,Credit Card,Transportation,Travels,2 Place 2 to Place 1 - Shree Sharma Travels,94.5,1890,Expense,USD,INR
07-01-2023,01-07-2018,Saving Bank account 1,Food,snacks,Vadapav,0.75,15,Expense,USD,INR
07-01-2023,01-07-2018,Saving Bank account 1,Apparel,Clothing,undergarments pair of Jockey,21.5,430,Expense,USD,INR
07-01-2023,01-07-2018,Cash,Apparel,Laundry,clothes ironing,4.9,98,Expense,USD,INR
07-01-2023,01-07-2018,Saving Bank account 1,Food,Milk,milk 1lit ,3.6,72,Expense,USD,INR
07-01-2023,01-07-2018,Saving Bank account 1,Public Provident Fund,,,625,12500,Transfer-Out,USD,INR
07-01-2023,01-07-2018,Saving Bank account 1,Money transfer,Home,,500,10000,Expense,USD,INR
06-30-2023,30-06-2018 18:47,Saving Bank account 1,Household,Appliances,Aqugurad PRV,60,1200,Expense,USD,INR
06-30-2023,30-06-2018 08:45,Saving Bank account 1,Dividend earned on Shares,,Asian paints Stocks,2.15,43,Income,USD,INR
06-30-2023,30-06-2018 08:45,Saving Bank account 1,Interest,,interest paid,17.1,342,Income,USD,INR
06-30-2023,30-06-2018 08:44,Saving Bank account 1,Salary,,From workplace ,3256.1,65122,Income,USD,INR
06-29-2023,29-06-2018 17:01,Saving Bank account 1,Dividend earned on Shares,,HUL Stocks,2.2,44,Income,USD,INR
06-29-2023,29-06-2018 16:13,Cash,Household,Hardware,Tulsi plant+ pot,3.5,70,Expense,USD,INR
06-29-2023,29-06-2018 16:10,Cash,Household,Kitchen,Math tap repair,2.5,50,Expense,USD,INR
06-29-2023,29-06-2018 15:28,Cash,Household,Appliances,3 bulbs 3 pencil cells,13.5,270,Expense,USD,INR
06-28-2023,28-06-2018 20:44,Credit Card,Food,Dinner,Home Food Delivery,22.75,455,Expense,USD,INR
06-28-2023,28-06-2018 18:35,Cash,Food,snacks,Bhaji + vadapav + kachori+ tea,3.5,70,Expense,USD,INR
06-28-2023,28-06-2018 15:06,Cash,Transportation,Taxi,Vadala road to Nehru Planetarium,11.4,228,Expense,USD,INR
06-28-2023,28-06-2018 10:08,Credit Card,Apparel,Footwear,Mast & Harbour Slides,3.241,64.82,Expense,USD,INR
06-27-2023,27-06-2018 21:32,Credit Card,Tourism,Entry Fees,Planetarium,15.4425,308.85,Expense,USD,INR
06-27-2023,27-06-2018 19:11,Saving Bank account 1,Other,,From Family,150,3000,Income,USD,INR
06-27-2023,27-06-2018 18:53,Cash,Food,Tea,2 cups,0.7,14,Expense,USD,INR
06-27-2023,27-06-2018 18:48,Cash,Household,gadgets,Mobile cover real mi note pro,5,100,Expense,USD,INR
06-27-2023,27-06-2018 18:46,Credit Card,Other,,Shopping at Alfa,236,4720,Expense,USD,INR
06-27-2023,27-06-2018 18:46,Cash,Household,gadgets,Mouse pad,5,100,Expense,USD,INR
06-27-2023,27-06-2018 18:43,Credit Card,Apparel,Accessories,Purse,22.5,450,Expense,USD,INR
06-27-2023,27-06-2018 18:19,Credit Card,Apparel,Footwear,Rainy season chappal,27.5,550,Expense,USD,INR
06-27-2023,27-06-2018 18:18,Cash,Transportation,auto,Place P station to Alfa market,1.25,25,Expense,USD,INR
06-27-2023,27-06-2018 14:00,Cash,Transportation,Train,2 Place 0 to Place P return,4,80,Expense,USD,INR
06-27-2023,27-06-2018 13:59,Cash,Transportation,auto,2 Current Residence to Place 0,1.5,30,Expense,USD,INR
06-27-2023,27-06-2018 06:30,Share Market Trading,Saving Bank account 1,,Refund,127.4795,2549.59,Transfer-Out,USD,INR
06-26-2023,26-06-2018 19:47,Cash,Transportation,auto,2 Place 0 to Current Residence,1.5,30,Expense,USD,INR
06-26-2023,26-06-2018 19:47,Credit Card,Household,Kirana,Supermart,99.5,1990,Expense,USD,INR
06-26-2023,26-06-2018 17:25,Saving Bank account 1,Household,Appliances,Aqugurad water purifier,652.5,13050,Expense,USD,INR
06-26-2023,26-06-2018 12:49,Saving Bank account 1,Household,Hardware,Umbrella handle repair,3.5,70,Expense,USD,INR
06-26-2023,26-06-2018 11:47,Cash,Transportation,Train,Place 0 to Place 4 return,1,20,Expense,USD,INR
06-26-2023,26-06-2018 11:45,Cash,Food,Tea,2 cutting chai,1,20,Expense,USD,INR
06-26-2023,26-06-2018 11:44,Cash,Food,snacks,Bhaji + vadapav,1.5,30,Expense,USD,INR
06-25-2023,25-06-2018 15:09,Saving Bank account 1,Food,Lunch,Home Food Delivery,16,320,Expense,USD,INR
06-25-2023,25-06-2018 14:23,Credit Card,Household,Kirana,Smart point,103.7,2074,Expense,USD,INR
06-24-2023,24-06-2018 16:11,Cash,Transportation,auto,2 Place 0 to Current Residence,2,40,Expense,USD,INR
06-24-2023,24-06-2018 16:11,Saving Bank account 1,Food,breakfast,Bread,0.9,18,Expense,USD,INR
06-24-2023,24-06-2018 16:11,Saving Bank account 1,Food,Milk,milk 1lit ,3.6,72,Expense,USD,INR
06-24-2023,24-06-2018 14:37,Credit Card,Health,Health,Suppliemnts,10.5875,211.75,Expense,USD,INR
06-24-2023,24-06-2018 13:31,Cash,Transportation,Train,2 Place 5 to Place 0,1.5,30,Expense,USD,INR
06-24-2023,24-06-2018 11:29,Credit Card,subscription,Tata Sky,Permanent Residence - Tata Play recharge,7.85,157,Expense,USD,INR
06-24-2023,24-06-2018 11:00,Cash,Food,snacks,2 Vadapav 2 samosa pav,3,60,Expense,USD,INR
06-23-2023,23-06-2018 19:25,Credit Card,subscription,Mobile Service Provider,Annual recharge,127.25,2545,Expense,USD,INR
06-23-2023,23-06-2018 10:15,Cash,Transportation,auto,,1.5,30,Expense,USD,INR
06-22-2023,22-06-2018 15:32,Saving Bank account 1,subscription,Mobile Service Provider,Data booster pack,9.05,181,Expense,USD,INR
06-19-2023,19-06-2018 13:24,Saving Bank account 1,Family,Pocket money,,100,2000,Expense,USD,INR
06-19-2023,19-06-2018 10:25,Saving Bank account 1,subscription,Mobile Service Provider,Data booster pack,1.25,25,Expense,USD,INR
06-18-2023,18-06-2018 22:18,Saving Bank account 1,subscription,Mobile Service Provider,Data booster pack,0.75,15,Expense,USD,INR
06-16-2023,16-06-2018 09:01,Saving Bank account 1,Share Market,,,425,8500,Transfer-Out,USD,INR
06-15-2023,15-06-2018 21:19,Saving Bank account 1,subscription,Mobile Service Provider,Data booster pack,0.75,15,Expense,USD,INR
06-15-2023,15-06-2018 09:24,Saving Bank account 1,Transportation,train,2CC Place 2 to DDR Spl Train,60.68,1213.6,Expense,USD,INR
06-13-2023,13-06-2018,Saving Bank account 1,Small Cap fund 2,,,250,5000,Transfer-Out,USD,INR
06-13-2023,13-06-2018,Saving Bank account 1,Small cap fund 1,,,250,5000,Transfer-Out,USD,INR
06-11-2023,11-06-2018,Cash,Food,Eggs,12 eggs,4.2,84,Expense,USD,INR
06-11-2023,11-06-2018,Credit Card,Self-development,,Marathon,70.35,1407,Expense,USD,INR
06-10-2023,10-06-2018,Saving Bank account 1,Household,home decor,Sofa covers,150,3000,Expense,USD,INR
06-09-2023,09-06-2018,Credit Card,subscription,Mobile Service Provider,Data booster pack,33.35,667,Expense,USD,INR
06-07-2023,07-06-2018,Saving Bank account 1,Equity Mutual Fund E,,,50,1000,Transfer-Out,USD,INR
06-01-2023,01-06-2018,Saving Bank account 1,Public Provident Fund,,,625,12500,Transfer-Out,USD,INR
06-01-2023,01-06-2018,Equity Mutual Fund B,Saving Bank account 1,,,100,2000,Transfer-Out,USD,INR
05-31-2023,31-05-2018 08:47,Saving Bank account 1,Salary,,From workplace ,3256.7,65134,Income,USD,INR
05-30-2023,30-05-2018 07:42,Saving Bank account 1,Dividend earned on Shares,,HDFC Stocks,4.4,88,Income,USD,INR
05-28-2023,28-05-2018 14:11,Credit Card,subscription,Mobile Service Provider,Data booster pack,1.25,25,Expense,USD,INR
